http://www.01453.com/,-1,-1,www.01453.com,/,21,13,2,3.75,4,5,3.6666666666666665,3,5,0,0,0,0,0,0,0
http://www.015fb31.netsolhost.com/bosstweed.html,-1,-1,www.015fb31.netsolhost.com,/bosstweed.html,48,26,4,5.714285714285714,7,10,5.75,4,10,6.5,2,9,0,0,0,0
http://www.02bee66.netsolhost.com/lincolnhomepage/,-1,-1,www.02bee66.netsolhost.com,/lincolnhomepage/,50,26,3,7.0,6,15,5.75,4,10,15.0,1,15,0,0,0,0
http://www.02ec0a3.netsolhost.com/getperson.php?personID=I4920&tree=ncshawfamily,-1,-1,www.02ec0a3.netsolhost.com,/getperson.php,80,26,4,6.181818181818182,11,12,5.75,4,10,6.0,2,9,0,0,0,0
http://www.032255.com/,-1,-1,www.032255.com,/,22,14,2,4.0,4,6,4.0,3,6,0,0,0,0,0,0,0
http://www.05minute.com/,-1,-1,www.05minute.com,/,24,16,2,4.5,4,8,4.666666666666667,3,8,0,0,0,0,0,0,0
http://www.07090.blogspot.com/2011/07/westfield-police-officers-vote-no.html,-1,-1,www.07090.blogspot.com,/2011/07/westfield-police-officers-vote-no.html,76,22,4,4.769230769230769,13,9,4.75,4,8,4.875,8,9,0,0,0,0
http://www.08nrc.blogspot.com/,-1,-1,www.08nrc.blogspot.com,/,30,22,3,4.6,5,8,4.75,4,8,0,0,0,0,0,0,0
http://www.0creditcard.biz/,-1,-1,www.0creditcard.biz,/,27,19,2,5.25,4,11,5.666666666666667,3,11,0,0,0,0,0,0,0
http://www.0dayreggaedancehall.blogspot.com/,-1,-1,www.0dayreggaedancehall.blogspot.com,/,44,36,3,7.4,5,19,8.25,4,19,0,0,0,0,0,0,0
http://www.0lo5ckgm.gozisanatuza.ru/?n=89425&amp;tid=47936,-1,-1,www.0lo5ckgm.gozisanatuza.ru,/,58,28,3,4.6,10,12,6.25,4,12,0,0,0,0,0,0,0
http://www.1-kansas.com/,-1,-1,www.1-kansas.com,/,24,16,2,3.4,5,6,3.25,4,6,0,0,0,0,0,0,0
http://www.1-newjersey.com/,-1,-1,www.1-newjersey.com,/,27,19,2,4.0,5,9,4.0,4,9,0,0,0,0,0,0,0
http://www.1-ohio.com/,-1,-1,www.1-ohio.com,/,22,14,2,3.0,5,4,2.75,4,4,0,0,0,0,0,0,0
http://www.1-private-detective.tripod.com/oldlook.up.html,-1,-1,www.1-private-detective.tripod.com,/oldlook.up.html,57,34,5,4.6,10,9,4.833333333333333,6,9,4.333333333333333,3,7,0,0,0,0
http://www.10000boomer.com/,-1,-1,www.10000boomer.com,/,27,19,2,5.25,4,11,5.666666666666667,3,11,0,0,0,0,0,0,0
http://www.10000daysatributetotool.bandzoogle.com/fr_home.cfm,-1,-1,www.10000daysatributetotool.bandzoogle.com,/fr_home.cfm,61,42,4,7.571428571428571,7,23,9.75,4,23,5.0,2,7,0,0,0,0
http://www.10000daysinalaska.com/,-1,-1,www.10000daysinalaska.com,/,33,25,2,6.75,4,17,7.666666666666667,3,17,0,0,0,0,0,0,0
http://www.1000mwlaserpointer.blogspot.com/,-1,-1,www.1000mwlaserpointer.blogspot.com,/,43,35,3,7.2,5,18,8.0,4,18,0,0,0,0,0,0,0
http://www.1001.yippie.biz/ca/cypress/,-1,-1,www.1001.yippie.biz,/ca/cypress/,38,19,3,4.142857142857143,7,7,4.0,4,6,4.5,2,7,0,0,0,0
